site,YYMMMDD,yyyy.yyyy,__MJD,week,d,reflon,east(m),north(m),up(m),_ant(m),sig_e(m),sig_n(m),sig_u(m),__corr_en,__corr_eu,__corr_nu
POAL,22MAY27,2022.4011,59726,2211,5,-51.1,-1905.45200,-3328320.95630,76.74214,0.0075,0.00072,0.00078,0.00294,0.01415,-0.02010,0.09101
POAL,22MAY28,2022.4038,59727,2211,6,-51.1,-1905.45440,-3328320.95685,76.73739,0.0075,0.00069,0.00076,0.00277,-0.02042,-0.02731,0.07634
POAL,22MAY29,2022.4066,59728,2212,0,-51.1,-1905.45373,-3328320.95908,76.72715,0.0075,0.00070,0.00076,0.00282,-0.01334,-0.02908,0.08939
POAL,22MAY30,2022.4093,59729,2212,1,-51.1,-1905.45293,-3328320.95763,76.73347,0.0075,0.00071,0.00077,0.00284,-0.01358,-0.00961,0.10183
POAL,22MAY31,2022.4120,59730,2212,2,-51.1,-1905.45439,-3328320.95742,76.73289,0.0075,0.00070,0.00075,0.00273,-0.00867,-0.01924,0.09684
POAL,22JUN01,2022.4148,59731,2212,3,-51.1,-1905.45644,-3328320.95543,76.73538,0.0075,0.00068,0.00075,0.00272,-0.01413,-0.04015,0.09659
POAL,22JUN02,2022.4175,59732,2212,4,-51.1,-1905.45506,-3328320.95734,76.73575,0.0075,0.00069,0.00077,0.00285,0.00440,-0.01509,0.10048
POAL,22JUN03,2022.4203,59733,2212,5,-51.1,-1905.45611,-3328320.95463,76.73680,0.0075,0.00069,0.00077,0.00282,0.00490,-0.03238,0.11294
POAL,22JUN04,2022.4230,59734,2212,6,-51.1,-1905.45759,-3328320.95464,76.73554,0.0075,0.00068,0.00075,0.00273,-0.02479,-0.04449,0.10647
POAL,22JUN05,2022.4257,59735,2213,0,-51.1,-1905.45506,-3328320.95630,76.74081,0.0075,0.00070,0.00076,0.00281,-0.02711,-0.02553,0.08259
POAL,22JUN06,2022.4285,59736,2213,1,-51.1,-1905.45499,-3328320.95376,76.73616,0.0075,0.00071,0.00077,0.00291,-0.00732,-0.02946,0.09233
POAL,22JUN07,2022.4312,59737,2213,2,-51.1,-1905.45642,-3328320.95364,76.73151,0.0075,0.00070,0.00076,0.00279,-0.00861,-0.03529,0.09682
POAL,22JUN08,2022.4339,59738,2213,3,-51.1,-1905.45556,-3328320.95616,76.73749,0.0075,0.00071,0.00076,0.00277,-0.01886,-0.01939,0.10138
POAL,22JUN09,2022.4367,59739,2213,4,-51.1,-1905.45646,-3328320.95640,76.72769,0.0075,0.00068,0.00074,0.00268,-0.01496,-0.02546,0.11070
POAL,22JUN10,2022.4394,59740,2213,5,-51.1,-1905.45634,-3328320.95620,76.73066,0.0075,0.00068,0.00075,0.00272,-0.00914,-0.04237,0.07733
POAL,22JUN11,2022.4422,59741,2213,6,-51.1,-1905.45638,-3328320.95577,76.72374,0.0075,0.00068,0.00074,0.00270,-0.01466,-0.01598,0.08789
POAL,22JUN12,2022.4449,59742,2214,0,-51.1,-1905.45728,-3328320.95365,76.72992,0.0075,0.00068,0.00076,0.00279,-0.04161,-0.04612,0.09724
POAL,22JUN13,2022.4476,59743,2214,1,-51.1,-1905.45870,-3328320.95337,76.73237,0.0075,0.00068,0.00074,0.00267,-0.02157,-0.04256,0.09778
POAL,22JUN14,2022.4504,59744,2214,2,-51.1,-1905.45739,-3328320.95666,76.73300,0.0075,0.00067,0.00074,0.00267,-0.01270,-0.04008,0.09362
POAL,22JUN15,2022.4531,59745,2214,3,-51.1,-1905.45572,-3328320.95427,76.73418,0.0075,0.00068,0.00074,0.00270,-0.00974,-0.02354,0.10602
POAL,22JUN16,2022.4559,59746,2214,4,-51.1,-1905.45559,-3328320.95426,76.74149,0.0075,0.00068,0.00075,0.00274,-0.02302,-0.03641,0.08746
POAL,22JUN17,2022.4586,59747,2214,5,-51.1,-1905.45658,-3328320.95501,76.74252,0.0075,0.00071,0.00078,0.00292,0.00116,-0.03683,0.07477
POAL,22JUN18,2022.4613,59748,2214,6,-51.1,-1905.45768,-3328320.95384,76.73015,0.0075,0.00068,0.00075,0.00273,-0.02015,-0.03736,0.08799
POAL,22JUN19,2022.4641,59749,2215,0,-51.1,-1905.45871,-3328320.95470,76.73122,0.0075,0.00068,0.00074,0.00270,-0.02386,-0.03886,0.09882
POAL,22JUN20,2022.4668,59750,2215,1,-51.1,-1905.45775,-3328320.95699,76.73237,0.0075,0.00067,0.00074,0.00267,-0.01007,-0.02032,0.08991
POAL,22JUN21,2022.4695,59751,2215,2,-51.1,-1905.45699,-3328320.95620,76.72891,0.0075,0.00071,0.00077,0.00292,-0.03891,-0.04166,0.07758
POAL,22JUN22,2022.4723,59752,2215,3,-51.1,-1905.45722,-3328320.95597,76.73221,0.0075,0.00071,0.00077,0.00286,-0.01133,-0.01256,0.08413
POAL,22JUN23,2022.4750,59753,2215,4,-51.1,-1905.45874,-3328320.95431,76.72860,0.0075,0.00068,0.00075,0.00273,-0.01269,-0.03444,0.09090
POAL,22JUN24,2022.4778,59754,2215,5,-51.1,-1905.45697,-3328320.95580,76.73029,0.0075,0.00073,0.00077,0.00286,0.00508,-0.03907,0.08519
POAL,22JUN25,2022.4805,59755,2215,6,-51.1,-1905.45812,-3328320.95482,76.73051,0.0075,0.00067,0.00074,0.00270,-0.01889,-0.02547,0.10797
POAL,22JUN26,2022.4832,59756,2216,0,-51.1,-1905.45890,-3328320.95579,76.73298,0.0075,0.00068,0.00074,0.00271,-0.02739,-0.01358,0.08509
POAL,22JUN27,2022.4860,59757,2216,1,-51.1,-1905.45820,-3328320.95383,76.73422,0.0075,0.00069,0.00075,0.00276,-0.02086,-0.04644,0.09061
POAL,22JUN28,2022.4887,59758,2216,2,-51.1,-1905.45828,-3328320.95707,76.73758,0.0075,0.00069,0.00075,0.00277,-0.02234,-0.00409,0.08766
POAL,22JUN29,2022.4914,59759,2216,3,-51.1,-1905.45752,-3328320.95504,76.72357,0.0075,0.00068,0.00075,0.00274,-0.00096,-0.01500,0.11691
POAL,22JUN30,2022.4942,59760,2216,4,-51.1,-1905.46026,-3328320.95590,76.72948,0.0075,0.00070,0.00075,0.00276,-0.00883,-0.02009,0.10920
POAL,22JUL01,2022.4969,59761,2216,5,-51.1,-1905.45771,-3328320.95555,76.73121,0.0075,0.00067,0.00074,0.00269,-0.01313,-0.03069,0.09891
POAL,22JUL02,2022.4997,59762,2216,6,-51.1,-1905.45702,-3328320.95699,76.74104,0.0075,0.00067,0.00074,0.00269,-0.01040,-0.03753,0.09538
POAL,22JUL03,2022.5024,59763,2217,0,-51.1,-1905.45721,-3328320.95580,76.73995,0.0075,0.00070,0.00076,0.00287,-0.01473,-0.02713,0.11645
POAL,22JUL04,2022.5051,59764,2217,1,-51.1,-1905.45778,-3328320.95718,76.73978,0.0075,0.00073,0.00081,0.00305,-0.01635,-0.02071,0.10408
POAL,22JUL05,2022.5079,59765,2217,2,-51.1,-1905.45619,-3328320.95708,76.73831,0.0075,0.00071,0.00079,0.00293,-0.01726,-0.01178,0.11196
POAL,22JUL06,2022.5106,59766,2217,3,-51.1,-1905.45653,-3328320.95676,76.74406,0.0075,0.00070,0.00078,0.00284,0.00732,0.02117,0.09861
POAL,22JUL07,2022.5133,59767,2217,4,-51.1,-1905.45549,-3328320.95459,76.74809,0.0075,0.00068,0.00075,0.00274,-0.01930,-0.03085,0.06549
POAL,22JUL08,2022.5161,59768,2217,5,-51.1,-1905.45599,-3328320.95508,76.73403,0.0075,0.00070,0.00075,0.00285,-0.02456,-0.06231,0.07486
POAL,22JUL09,2022.5188,59769,2217,6,-51.1,-1905.45547,-3328320.95648,76.73504,0.0075,0.00068,0.00075,0.00274,-0.01831,-0.03467,0.10444
POAL,22JUL10,2022.5216,59770,2218,0,-51.1,-1905.45532,-3328320.95628,76.73945,0.0075,0.00070,0.00075,0.00281,-0.01982,-0.04503,0.09363
POAL,22JUL11,2022.5243,59771,2218,1,-51.1,-1905.45493,-3328320.95586,76.74164,0.0075,0.00069,0.00075,0.00281,-0.02199,-0.06294,0.10321
POAL,22JUL12,2022.5270,59772,2218,2,-51.1,-1905.45448,-3328320.95598,76.73233,0.0075,0.00070,0.00076,0.00286,-0.00023,-0.00686,0.12720
POAL,22JUL13,2022.5298,59773,2218,3,-51.1,-1905.45712,-3328320.95538,76.73427,0.0075,0.00067,0.00074,0.00268,-0.02430,-0.02281,0.10087
POAL,22JUL14,2022.5325,59774,2218,4,-51.1,-1905.45401,-3328320.95369,76.73820,0.0075,0.00070,0.00077,0.00287,-0.02546,0.01123,0.07484
POAL,22JUL15,2022.5352,59775,2218,5,-51.1,-1905.45565,-3328320.95369,76.73741,0.0075,0.00072,0.00079,0.00297,-0.01988,-0.05004,0.07652
POAL,22JUL16,2022.5380,59776,2218,6,-51.1,-1905.45517,-3328320.95516,76.74325,0.0075,0.00074,0.00080,0.00305,-0.01166,-0.05852,0.08679
POAL,22JUL17,2022.5407,59777,2219,0,-51.1,-1905.45722,-3328320.95421,76.72958,0.0075,0.00068,0.00075,0.00274,-0.02130,-0.01989,0.09322
POAL,22JUL18,2022.5435,59778,2219,1,-51.1,-1905.45776,-3328320.95378,76.73645,0.0075,0.00068,0.00075,0.00270,-0.02388,-0.00852,0.07755
POAL,22JUL19,2022.5462,59779,2219,2,-51.1,-1905.45719,-3328320.95603,76.73457,0.0075,0.00067,0.00075,0.00271,-0.00482,-0.02804,0.08998
POAL,22JUL20,2022.5489,59780,2219,3,-51.1,-1905.45555,-3328320.95593,76.73913,0.0075,0.00068,0.00074,0.00271,-0.02383,-0.02017,0.08769
POAL,22JUL21,2022.5517,59781,2219,4,-51.1,-1905.45698,-3328320.95670,76.73717,0.0075,0.00069,0.00075,0.00281,-0.01527,-0.01021,0.10981
POAL,22JUL22,2022.5544,59782,2219,5,-51.1,-1905.45750,-3328320.95660,76.72967,0.0075,0.00071,0.00076,0.00286,-0.00701,-0.01139,0.09583
POAL,22JUL23,2022.5572,59783,2219,6,-51.1,-1905.45432,-3328320.95620,76.73804,0.0075,0.00070,0.00076,0.00281,-0.01877,0.00225,0.08270
POAL,22JUL24,2022.5599,59784,2220,0,-51.1,-1905.45522,-3328320.95716,76.73250,0.0075,0.00069,0.00075,0.00276,-0.02581,0.00023,0.08638
POAL,22JUL25,2022.5626,59785,2220,1,-51.1,-1905.45606,-3328320.95721,76.73566,0.0075,0.00069,0.00075,0.00277,-0.02216,-0.00909,0.06943
POAL,22JUL26,2022.5654,59786,2220,2,-51.1,-1905.45647,-3328320.95629,76.73259,0.0075,0.00069,0.00074,0.00273,-0.02085,-0.02602,0.08285
POAL,22JUL27,2022.5681,59787,2220,3,-51.1,-1905.45569,-3328320.95608,76.73903,0.0075,0.00069,0.00075,0.00273,-0.02756,0.02033,0.08641
POAL,22JUL28,2022.5708,59788,2220,4,-51.1,-1905.45497,-3328320.95459,76.73963,0.0075,0.00070,0.00076,0.00284,-0.01526,-0.02630,0.10322
POAL,22JUL29,2022.5736,59789,2220,5,-51.1,-1905.45653,-3328320.95492,76.73722,0.0075,0.00080,0.00088,0.00329,-0.07381,-0.06313,0.09945
POAL,22JUL30,2022.5763,59790,2220,6,-51.1,-1905.45653,-3328320.95567,76.73513,0.0075,0.00068,0.00074,0.00269,-0.02234,-0.01269,0.06948
POAL,22JUL31,2022.5791,59791,2221,0,-51.1,-1905.45717,-3328320.95363,76.74034,0.0075,0.00069,0.00075,0.00274,-0.02988,-0.01689,0.07468
POAL,22AUG01,2022.5818,59792,2221,1,-51.1,-1905.45741,-3328320.95494,76.74299,0.0075,0.00069,0.00074,0.00273,-0.02352,-0.00142,0.09804
POAL,22AUG02,2022.5845,59793,2221,2,-51.1,-1905.45664,-3328320.95403,76.73402,0.0075,0.00072,0.00078,0.00284,-0.03068,0.00039,0.09446
POAL,22AUG03,2022.5873,59794,2221,3,-51.1,-1905.45448,-3328320.95604,76.73655,0.0075,0.00070,0.00076,0.00278,-0.03232,0.00647,0.07648
POAL,22AUG04,2022.5900,59795,2221,4,-51.1,-1905.45641,-3328320.95779,76.74566,0.0075,0.00072,0.00079,0.00295,-0.01443,0.00600,0.07277
POAL,22AUG05,2022.5927,59796,2221,5,-51.1,-1905.45744,-3328320.95451,76.74034,0.0075,0.00069,0.00075,0.00274,-0.03956,-0.00052,0.07822
POAL,22AUG06,2022.5955,59797,2221,6,-51.1,-1905.45698,-3328320.95611,76.73817,0.0075,0.00069,0.00075,0.00275,-0.02563,-0.01828,0.10321
POAL,22AUG07,2022.5982,59798,2222,0,-51.1,-1905.45525,-3328320.95456,76.73848,0.0075,0.00069,0.00074,0.00273,-0.02687,0.01107,0.11070
POAL,22AUG08,2022.6010,59799,2222,1,-51.1,-1905.45726,-3328320.95348,76.73934,0.0075,0.00069,0.00075,0.00275,-0.04102,-0.00723,0.07241
POAL,22AUG09,2022.6037,59800,2222,2,-51.1,-1905.45703,-3328320.95263,76.72896,0.0075,0.00070,0.00075,0.00278,-0.04157,-0.01537,0.10814
POAL,22AUG10,2022.6064,59801,2222,3,-51.1,-1905.45640,-3328320.95568,76.72948,0.0075,0.00070,0.00075,0.00275,-0.04456,0.00972,0.08191
POAL,22AUG11,2022.6092,59802,2222,4,-51.1,-1905.45552,-3328320.95517,76.73050,0.0075,0.00072,0.00076,0.00278,-0.03483,-0.01107,0.10110
POAL,22AUG12,2022.6119,59803,2222,5,-51.1,-1905.45737,-3328320.95518,76.73492,0.0075,0.00072,0.00075,0.00273,-0.03050,-0.03235,0.10423
POAL,22AUG13,2022.6146,59804,2222,6,-51.1,-1905.45765,-3328320.95535,76.73601,0.0075,0.00070,0.00074,0.00272,-0.04324,-0.01619,0.09307
POAL,22AUG14,2022.6174,59805,2223,0,-51.1,-1905.45451,-3328320.95685,76.74161,0.0075,0.00070,0.00076,0.00274,-0.04773,-0.01268,0.07230
POAL,22AUG15,2022.6201,59806,2223,1,-51.1,-1905.45279,-3328320.95824,76.74305,0.0075,0.00076,0.00080,0.00309,-0.05685,-0.04675,0.11204
POAL,22AUG16,2022.6229,59807,2223,2,-51.1,-1905.45432,-3328320.95663,76.74388,0.0075,0.00071,0.00076,0.00279,-0.04056,-0.01507,0.12515
POAL,22AUG17,2022.6256,59808,2223,3,-51.1,-1905.45463,-3328320.95601,76.74343,0.0075,0.00070,0.00075,0.00277,-0.04244,-0.01892,0.08545
POAL,22AUG18,2022.6283,59809,2223,4,-51.1,-1905.45605,-3328320.95585,76.73591,0.0075,0.00072,0.00076,0.00284,-0.02908,-0.02174,0.10965
POAL,22AUG19,2022.6311,59810,2223,5,-51.1,-1905.45732,-3328320.95388,76.73660,0.0075,0.00069,0.00075,0.00268,-0.04089,-0.00525,0.08294
POAL,22AUG20,2022.6338,59811,2223,6,-51.1,-1905.45701,-3328320.95197,76.73685,0.0075,0.00069,0.00074,0.00268,-0.04808,-0.01961,0.09676
POAL,22AUG21,2022.6366,59812,2224,0,-51.1,-1905.45769,-3328320.95438,76.73821,0.0075,0.00069,0.00075,0.00268,-0.04674,-0.01831,0.10103
POAL,22AUG22,2022.6393,59813,2224,1,-51.1,-1905.45784,-3328320.95378,76.74192,0.0075,0.00069,0.00075,0.00272,-0.04534,-0.02972,0.11113
POAL,22AUG23,2022.6420,59814,2224,2,-51.1,-1905.45506,-3328320.95502,76.73847,0.0075,0.00075,0.00080,0.00289,-0.05518,-0.00861,0.09209
POAL,22AUG24,2022.6448,59815,2224,3,-51.1,-1905.45487,-3328320.95508,76.73386,0.0075,0.00073,0.00077,0.00277,-0.01599,0.01137,0.07086
POAL,22AUG25,2022.6475,59816,2224,4,-51.1,-1905.45638,-3328320.95369,76.73731,0.0075,0.00070,0.00075,0.00273,-0.04048,-0.00011,0.10684
POAL,22AUG26,2022.6502,59817,2224,5,-51.1,-1905.45657,-3328320.95368,76.73670,0.0075,0.00070,0.00075,0.00278,-0.02749,-0.02321,0.10390
POAL,22AUG27,2022.6530,59818,2224,6,-51.1,-1905.45279,-3328320.95512,76.74215,0.0075,0.00070,0.00075,0.00274,-0.04156,-0.03500,0.09161
POAL,22AUG28,2022.6557,59819,2225,0,-51.1,-1905.45443,-3328320.95628,76.73634,0.0075,0.00070,0.00076,0.00281,-0.02717,-0.01803,0.11007
POAL,22AUG29,2022.6585,59820,2225,1,-51.1,-1905.45645,-3328320.95499,76.72991,0.0075,0.00069,0.00074,0.00267,-0.03494,-0.02555,0.10907
POAL,22AUG30,2022.6612,59821,2225,2,-51.1,-1905.45665,-3328320.95362,76.73570,0.0075,0.00069,0.00074,0.00269,-0.02579,-0.02818,0.09597
POAL,22AUG31,2022.6639,59822,2225,3,-51.1,-1905.45495,-3328320.95509,76.73294,0.0075,0.00069,0.00075,0.00270,-0.03405,-0.01615,0.08323
POAL,22SEP01,2022.6667,59823,2225,4,-51.1,-1905.45611,-3328320.95425,76.73335,0.0075,0.00070,0.00075,0.00278,-0.02607,-0.00297,0.09990
POAL,22SEP02,2022.6694,59824,2225,5,-51.1,-1905.45600,-3328320.95506,76.73441,0.0075,0.00071,0.00076,0.00286,-0.03413,-0.04143,0.13274
POAL,22SEP03,2022.6721,59825,2225,6,-51.1,-1905.45458,-3328320.95614,76.74029,0.0075,0.00068,0.00074,0.00269,-0.03318,-0.03986,0.09028
POAL,22SEP04,2022.6749,59826,2226,0,-51.1,-1905.45618,-3328320.95295,76.72986,0.0075,0.00084,0.00090,0.00330,-0.02025,-0.05436,0.11405
POAL,22SEP05,2022.6776,59827,2226,1,-51.1,-1905.45643,-3328320.95304,76.73325,0.0075,0.00069,0.00075,0.00272,-0.02809,-0.01001,0.09091
POAL,22SEP06,2022.6804,59828,2226,2,-51.1,-1905.45395,-3328320.95390,76.73498,0.0075,0.00070,0.00075,0.00281,-0.02494,-0.01106,0.11069
POAL,22SEP07,2022.6831,59829,2226,3,-51.1,-1905.45707,-3328320.95556,76.75305,0.0075,0.00071,0.00076,0.00282,-0.02705,-0.02142,0.09394
POAL,22SEP08,2022.6858,59830,2226,4,-51.1,-1905.45551,-3328320.95612,76.74173,0.0075,0.00071,0.00076,0.00284,-0.03753,-0.05129,0.09690
POAL,22SEP09,2022.6886,59831,2226,5,-51.1,-1905.45247,-3328320.95754,76.74994,0.0075,0.00072,0.00079,0.00301,-0.02410,-0.05375,0.07076
POAL,22SEP10,2022.6913,59832,2226,6,-51.1,-1905.45611,-3328320.95732,76.73107,0.0075,0.00070,0.00077,0.00287,-0.03304,-0.04482,0.12086
POAL,22SEP11,2022.6940,59833,2227,0,-51.1,-1905.45421,-3328320.95678,76.73958,0.0075,0.00069,0.00076,0.00280,-0.03416,-0.02763,0.10469
POAL,22SEP12,2022.6968,59834,2227,1,-51.1,-1905.45506,-3328320.95573,76.74081,0.0075,0.00070,0.00076,0.00282,-0.03411,-0.00820,0.10570
POAL,22SEP13,2022.6995,59835,2227,2,-51.1,-1905.45531,-3328320.95567,76.74387,0.0075,0.00069,0.00077,0.00281,-0.03694,-0.03409,0.07084
POAL,22SEP14,2022.7023,59836,2227,3,-51.1,-1905.45569,-3328320.95791,76.73467,0.0075,0.00071,0.00077,0.00283,-0.05400,-0.06728,0.07046
POAL,22SEP15,2022.7050,59837,2227,4,-51.1,-1905.45485,-3328320.95503,76.73524,0.0075,0.00071,0.00077,0.00283,-0.04665,-0.04134,0.08405
POAL,22SEP16,2022.7077,59838,2227,5,-51.1,-1905.45628,-3328320.95246,76.73715,0.0075,0.00069,0.00076,0.00276,-0.04101,-0.00812,0.09759
POAL,22SEP17,2022.7105,59839,2227,6,-51.1,-1905.45529,-3328320.95514,76.74059,0.0075,0.00068,0.00073,0.00268,-0.01828,-0.00175,0.09904
POAL,22SEP18,2022.7132,59840,2228,0,-51.1,-1905.45693,-3328320.95590,76.74029,0.0075,0.00068,0.00074,0.00272,-0.00902,-0.01134,0.09818
POAL,22SEP19,2022.7159,59841,2228,1,-51.1,-1905.45612,-3328320.95334,76.74129,0.0075,0.00070,0.00075,0.00278,-0.02646,-0.02250,0.09022
POAL,22SEP20,2022.7187,59842,2228,2,-51.1,-1905.45744,-3328320.95501,76.73487,0.0075,0.00069,0.00075,0.00277,-0.04083,-0.03188,0.08149
POAL,22SEP21,2022.7214,59843,2228,3,-51.1,-1905.45532,-3328320.95533,76.73520,0.0075,0.00069,0.00074,0.00276,-0.02255,-0.05642,0.08955
POAL,22SEP22,2022.7242,59844,2228,4,-51.1,-1905.45386,-3328320.95276,76.73634,0.0075,0.00073,0.00077,0.00290,-0.01260,0.00277,0.10674
POAL,22SEP23,2022.7269,59845,2228,5,-51.1,-1905.45650,-3328320.95521,76.72966,0.0075,0.00071,0.00075,0.00280,-0.02063,-0.02212,0.09038
POAL,22SEP24,2022.7296,59846,2228,6,-51.1,-1905.45431,-3328320.95435,76.73816,0.0075,0.00069,0.00074,0.00272,-0.02350,-0.01376,0.07094
POAL,22SEP25,2022.7324,59847,2229,0,-51.1,-1905.45590,-3328320.95366,76.74055,0.0075,0.00069,0.00075,0.00277,-0.03492,-0.00491,0.06724
POAL,22SEP26,2022.7351,59848,2229,1,-51.1,-1905.45412,-3328320.95564,76.73969,0.0075,0.00068,0.00074,0.00269,-0.02481,-0.02638,0.06877
POAL,22SEP27,2022.7379,59849,2229,2,-51.1,-1905.45338,-3328320.95475,76.73787,0.0075,0.00069,0.00075,0.00275,-0.03468,-0.00526,0.05709
POAL,22SEP28,2022.7406,59850,2229,3,-51.1,-1905.45172,-3328320.95787,76.73988,0.0075,0.00070,0.00077,0.00286,-0.05145,0.00183,0.11195
POAL,22SEP29,2022.7433,59851,2229,4,-51.1,-1905.45599,-3328320.95326,76.73764,0.0075,0.00072,0.00078,0.00294,-0.03940,-0.04347,0.11443
POAL,22SEP30,2022.7461,59852,2229,5,-51.1,-1905.45301,-3328320.95448,76.73591,0.0075,0.00071,0.00076,0.00282,-0.01697,-0.01208,0.09428
POAL,22OCT01,2022.7488,59853,2229,6,-51.1,-1905.45440,-3328320.95371,76.73119,0.0075,0.00068,0.00074,0.00272,-0.02489,-0.01944,0.07452
POAL,22OCT02,2022.7515,59854,2230,0,-51.1,-1905.45652,-3328320.95134,76.73394,0.0075,0.00068,0.00074,0.00272,-0.02909,-0.01269,0.04951
POAL,22OCT03,2022.7543,59855,2230,1,-51.1,-1905.45519,-3328320.95214,76.73262,0.0075,0.00068,0.00074,0.00268,-0.01999,-0.02989,0.06808
POAL,22OCT04,2022.7570,59856,2230,2,-51.1,-1905.45533,-3328320.95440,76.73930,0.0075,0.00069,0.00074,0.00274,-0.02569,-0.00626,0.10707
POAL,22OCT05,2022.7598,59857,2230,3,-51.1,-1905.45478,-3328320.95332,76.73754,0.0075,0.00068,0.00075,0.00271,-0.03173,-0.01464,0.05189
POAL,22OCT06,2022.7625,59858,2230,4,-51.1,-1905.45385,-3328320.95406,76.73909,0.0075,0.00071,0.00078,0.00287,-0.01523,-0.00550,0.06791
POAL,22OCT07,2022.7652,59859,2230,5,-51.1,-1905.45836,-3328320.95335,76.73292,0.0075,0.00071,0.00078,0.00286,-0.01525,0.00737,0.10018
POAL,22OCT08,2022.7680,59860,2230,6,-51.1,-1905.45413,-3328320.95240,76.73935,0.0075,0.00070,0.00077,0.00278,-0.04093,-0.01161,0.03817
POAL,22OCT09,2022.7707,59861,2231,0,-51.1,-1905.45495,-3328320.95313,76.73588,0.0075,0.00072,0.00078,0.00295,-0.01432,-0.00798,0.11454
POAL,22OCT10,2022.7734,59862,2231,1,-51.1,-1905.45710,-3328320.95384,76.73669,0.0075,0.00070,0.00076,0.00283,-0.02474,-0.01118,0.11334
POAL,22OCT11,2022.7762,59863,2231,2,-51.1,-1905.45322,-3328320.95136,76.73275,0.0075,0.00072,0.00080,0.00298,-0.00805,-0.00210,0.06955
POAL,22OCT12,2022.7789,59864,2231,3,-51.1,-1905.45585,-3328320.95270,76.72733,0.0075,0.00073,0.00081,0.00292,-0.01714,0.00058,0.06094
POAL,22OCT13,2022.7817,59865,2231,4,-51.1,-1905.45542,-3328320.95592,76.73519,0.0075,0.00073,0.00079,0.00290,-0.01429,-0.03818,0.06137
POAL,22OCT14,2022.7844,59866,2231,5,-51.1,-1905.45631,-3328320.95368,76.73315,0.0075,0.00070,0.00076,0.00279,-0.02659,-0.02969,0.06194
POAL,22OCT15,2022.7871,59867,2231,6,-51.1,-1905.45404,-3328320.95537,76.73532,0.0075,0.00068,0.00074,0.00270,-0.01286,-0.00094,0.07881
POAL,22OCT16,2022.7899,59868,2232,0,-51.1,-1905.45472,-3328320.95446,76.74039,0.0075,0.00069,0.00075,0.00274,-0.01628,-0.01532,0.08800
POAL,22OCT17,2022.7926,59869,2232,1,-51.1,-1905.45504,-3328320.95524,76.73655,0.0075,0.00069,0.00075,0.00274,-0.02765,-0.02372,0.09430
POAL,22OCT18,2022.7953,59870,2232,2,-51.1,-1905.45883,-3328320.95408,76.73041,0.0075,0.00073,0.00079,0.00296,0.01356,0.01559,0.06423
POAL,22OCT19,2022.7981,59871,2232,3,-51.1,-1905.45437,-3328320.95407,76.74416,0.0075,0.00074,0.00081,0.00292,0.03852,0.06366,0.06306
POAL,22OCT20,2022.8008,59872,2232,4,-51.1,-1905.45377,-3328320.95501,76.73394,0.0075,0.00069,0.00078,0.00285,0.00053,0.00404,0.04695
POAL,22OCT21,2022.8036,59873,2232,5,-51.1,-1905.45533,-3328320.95471,76.73259,0.0075,0.00070,0.00078,0.00282,-0.03041,-0.00348,0.07870
POAL,22OCT22,2022.8063,59874,2232,6,-51.1,-1905.45481,-3328320.95628,76.73129,0.0075,0.00070,0.00077,0.00285,-0.02595,-0.01571,0.07472
POAL,22OCT23,2022.8090,59875,2233,0,-51.1,-1905.45516,-3328320.95442,76.73480,0.0075,0.00070,0.00076,0.00284,-0.00323,-0.00798,0.11640
POAL,22OCT24,2022.8118,59876,2233,1,-51.1,-1905.45356,-3328320.95425,76.74210,0.0075,0.00069,0.00075,0.00271,-0.02917,-0.03100,0.09945
POAL,22OCT25,2022.8145,59877,2233,2,-51.1,-1905.45379,-3328320.95408,76.73922,0.0075,0.00068,0.00075,0.00275,-0.01467,0.00714,0.10230
POAL,22OCT26,2022.8172,59878,2233,3,-51.1,-1905.45085,-3328320.95256,76.73490,0.0075,0.00073,0.00082,0.00308,-0.00135,0.04752,0.12405
POAL,22OCT27,2022.8200,59879,2233,4,-51.1,-1905.45629,-3328320.95116,76.74808,0.0075,0.00074,0.00080,0.00301,0.01309,0.00331,0.09841
POAL,22OCT28,2022.8227,59880,2233,5,-51.1,-1905.45269,-3328320.95312,76.73867,0.0075,0.00070,0.00077,0.00285,-0.00839,0.03516,0.08227
POAL,22OCT29,2022.8255,59881,2233,6,-51.1,-1905.45336,-3328320.95329,76.74213,0.0075,0.00069,0.00076,0.00283,0.00337,-0.02159,0.10049
POAL,22OCT30,2022.8282,59882,2234,0,-51.1,-1905.45193,-3328320.95368,76.73762,0.0075,0.00070,0.00077,0.00285,-0.01563,-0.00120,0.10865
POAL,22OCT31,2022.8309,59883,2234,1,-51.1,-1905.45417,-3328320.95300,76.72965,0.0075,0.00069,0.00077,0.00284,-0.03276,-0.02631,0.09597
POAL,22NOV01,2022.8337,59884,2234,2,-51.1,-1905.45879,-3328320.95205,76.72936,0.0075,0.00070,0.00076,0.00282,-0.00501,0.00960,0.10016
POAL,22NOV02,2022.8364,59885,2234,3,-51.1,-1905.45619,-3328320.95569,76.73222,0.0075,0.00072,0.00077,0.00285,-0.02690,-0.01520,0.07869
POAL,22NOV03,2022.8392,59886,2234,4,-51.1,-1905.45807,-3328320.95448,76.73247,0.0075,0.00070,0.00076,0.00280,-0.01055,-0.00780,0.07989
POAL,22NOV04,2022.8419,59887,2234,5,-51.1,-1905.45736,-3328320.95412,76.73705,0.0075,0.00069,0.00076,0.00280,-0.01087,-0.00385,0.08668
