site,YYMMMDD,yyyy.yyyy,__MJD,week,d,reflon,east(m),north(m),up(m),_ant(m),sig_e(m),sig_n(m),sig_u(m),__corr_en,__corr_eu,__corr_nu
POAL,20JUN11,2020.4435,59011,2109,4,-51.1,-1905.44733,-3328320.98055,76.73424,0.0075,0.00069,0.00077,0.00287,-0.02243,-0.06726,0.13371
POAL,20JUN12,2020.4463,59012,2109,5,-51.1,-1905.44531,-3328320.98180,76.74920,0.0075,0.00068,0.00076,0.00291,-0.00796,-0.02529,0.17016
POAL,20JUN13,2020.4490,59013,2109,6,-51.1,-1905.44854,-3328320.98172,76.73918,0.0075,0.00071,0.00078,0.00307,-0.00015,0.02648,0.17823
POAL,20JUN14,2020.4517,59014,2110,0,-51.1,-1905.44910,-3328320.98240,76.73478,0.0075,0.00066,0.00075,0.00273,-0.01791,-0.04830,0.10476
POAL,20JUN15,2020.4545,59015,2110,1,-51.1,-1905.45047,-3328320.98018,76.73875,0.0075,0.00067,0.00076,0.00277,-0.00529,-0.02917,0.14156
POAL,20JUN16,2020.4572,59016,2110,2,-51.1,-1905.45088,-3328320.98132,76.73952,0.0075,0.00067,0.00076,0.00282,-0.01038,-0.04520,0.14378
POAL,20JUN17,2020.4600,59017,2110,3,-51.1,-1905.44961,-3328320.98103,76.74154,0.0075,0.00066,0.00075,0.00275,-0.00056,-0.02934,0.12896
POAL,20JUN18,2020.4627,59018,2110,4,-51.1,-1905.44473,-3328320.98202,76.74491,0.0075,0.00068,0.00076,0.00290,0.00021,-0.04827,0.12962
POAL,20JUN19,2020.4654,59019,2110,5,-51.1,-1905.44815,-3328320.98210,76.73979,0.0075,0.00068,0.00076,0.00283,-0.01527,-0.03318,0.12890
POAL,20JUN20,2020.4682,59020,2110,6,-51.1,-1905.44709,-3328320.98269,76.73615,0.0075,0.00068,0.00077,0.00287,-0.02995,-0.04523,0.15210
POAL,20JUN21,2020.4709,59021,2111,0,-51.1,-1905.44790,-3328320.98271,76.74194,0.0075,0.00067,0.00076,0.00282,-0.01321,-0.03772,0.13250
POAL,20JUN22,2020.4736,59022,2111,1,-51.1,-1905.44990,-3328320.98379,76.73703,0.0075,0.00067,0.00075,0.00280,-0.01677,-0.04099,0.14059
POAL,20JUN23,2020.4764,59023,2111,2,-51.1,-1905.44809,-3328320.98231,76.73692,0.0075,0.00068,0.00076,0.00288,-0.00094,-0.04737,0.13340
POAL,20JUN24,2020.4791,59024,2111,3,-51.1,-1905.44746,-3328320.98131,76.74032,0.0075,0.00067,0.00075,0.00279,-0.01317,-0.05088,0.14417
POAL,20JUN25,2020.4819,59025,2111,4,-51.1,-1905.44947,-3328320.98382,76.73663,0.0075,0.00069,0.00076,0.00288,-0.01961,-0.05264,0.12599
POAL,20JUN26,2020.4846,59026,2111,5,-51.1,-1905.45069,-3328320.98156,76.72689,0.0075,0.00067,0.00076,0.00279,0.01210,-0.00346,0.12373
POAL,20JUN27,2020.4873,59027,2111,6,-51.1,-1905.44933,-3328320.98432,76.72874,0.0075,0.00068,0.00076,0.00281,-0.01036,-0.02427,0.13272
POAL,20JUN28,2020.4901,59028,2112,0,-51.1,-1905.45095,-3328320.98147,76.72944,0.0075,0.00067,0.00076,0.00282,0.01193,-0.00465,0.14200
POAL,20JUN29,2020.4928,59029,2112,1,-51.1,-1905.44816,-3328320.97960,76.72616,0.0075,0.00067,0.00076,0.00284,0.00932,-0.02511,0.14171
POAL,20JUN30,2020.4956,59030,2112,2,-51.1,-1905.44965,-3328320.97900,76.73733,0.0075,0.00071,0.00080,0.00306,0.02199,-0.01479,0.12480
POAL,20JUL01,2020.4983,59031,2112,3,-51.1,-1905.45129,-3328320.97846,76.73553,0.0075,0.00066,0.00075,0.00275,-0.00868,-0.07283,0.12029
POAL,20JUL02,2020.5010,59032,2112,4,-51.1,-1905.45213,-3328320.97737,76.72898,0.0075,0.00066,0.00075,0.00274,-0.01531,-0.05883,0.13410
POAL,20JUL03,2020.5038,59033,2112,5,-51.1,-1905.45097,-3328320.98005,76.73320,0.0075,0.00066,0.00075,0.00273,-0.01281,-0.03585,0.13909
POAL,20JUL04,2020.5065,59034,2112,6,-51.1,-1905.45201,-3328320.97923,76.72889,0.0075,0.00066,0.00075,0.00271,-0.01662,-0.03418,0.11874
POAL,20JUL05,2020.5092,59035,2113,0,-51.1,-1905.45186,-3328320.98137,76.73443,0.0075,0.00072,0.00080,0.00310,-0.00880,-0.05839,0.15413
POAL,20JUL06,2020.5120,59036,2113,1,-51.1,-1905.45188,-3328320.98038,76.73526,0.0075,0.00067,0.00075,0.00277,-0.01802,-0.06485,0.13311
POAL,20JUL07,2020.5147,59037,2113,2,-51.1,-1905.45187,-3328320.98044,76.73014,0.0075,0.00067,0.00076,0.00281,-0.00615,-0.05370,0.12667
POAL,20JUL08,2020.5175,59038,2113,3,-51.1,-1905.45380,-3328320.98056,76.73138,0.0075,0.00067,0.00075,0.00277,-0.02420,-0.05474,0.12992
POAL,20JUL09,2020.5202,59039,2113,4,-51.1,-1905.45556,-3328320.98060,76.72671,0.0075,0.00070,0.00078,0.00279,-0.03972,-0.05357,0.11293
POAL,20JUL10,2020.5229,59040,2113,5,-51.1,-1905.45195,-3328320.98048,76.73358,0.0075,0.00067,0.00075,0.00275,-0.01756,-0.03518,0.13698
POAL,20JUL11,2020.5257,59041,2113,6,-51.1,-1905.45199,-3328320.98064,76.73909,0.0075,0.00069,0.00078,0.00293,-0.00927,-0.07786,0.14320
POAL,20JUL12,2020.5284,59042,2114,0,-51.1,-1905.45074,-3328320.98260,76.72932,0.0075,0.00069,0.00077,0.00296,0.01962,-0.00992,0.14057
POAL,20JUL13,2020.5311,59043,2114,1,-51.1,-1905.45161,-3328320.97961,76.72792,0.0075,0.00066,0.00074,0.00274,-0.00671,-0.04487,0.11918
POAL,20JUL14,2020.5339,59044,2114,2,-51.1,-1905.45157,-3328320.98095,76.72173,0.0075,0.00068,0.00076,0.00277,-0.01788,-0.07776,0.11621
POAL,20JUL15,2020.5366,59045,2114,3,-51.1,-1905.45190,-3328320.97936,76.72451,0.0075,0.00067,0.00076,0.00279,-0.03898,-0.02957,0.13094
POAL,20JUL16,2020.5394,59046,2114,4,-51.1,-1905.45177,-3328320.98033,76.72838,0.0075,0.00067,0.00075,0.00277,-0.03845,-0.06987,0.13674
POAL,20JUL17,2020.5421,59047,2114,5,-51.1,-1905.45188,-3328320.98116,76.73250,0.0075,0.00066,0.00075,0.00276,-0.00600,-0.05268,0.12404
POAL,20JUL18,2020.5448,59048,2114,6,-51.1,-1905.44968,-3328320.98223,76.72735,0.0075,0.00067,0.00075,0.00280,-0.00303,-0.03978,0.13553
POAL,20JUL19,2020.5476,59049,2115,0,-51.1,-1905.45030,-3328320.98337,76.72840,0.0075,0.00067,0.00075,0.00276,-0.01490,-0.04739,0.12255
POAL,20JUL20,2020.5503,59050,2115,1,-51.1,-1905.44997,-3328320.98223,76.72775,0.0075,0.00067,0.00075,0.00277,-0.03338,-0.03179,0.13135
POAL,20JUL21,2020.5530,59051,2115,2,-51.1,-1905.45052,-3328320.98150,76.72852,0.0075,0.00067,0.00075,0.00275,-0.04140,-0.04911,0.12376
POAL,20JUL22,2020.5558,59052,2115,3,-51.1,-1905.45109,-3328320.98058,76.73154,0.0075,0.00066,0.00075,0.00274,-0.01375,-0.04060,0.12587
POAL,20JUL23,2020.5585,59053,2115,4,-51.1,-1905.45006,-3328320.98212,76.73153,0.0075,0.00066,0.00075,0.00274,-0.01264,-0.05511,0.12630
POAL,20JUL24,2020.5613,59054,2115,5,-51.1,-1905.44903,-3328320.98309,76.73736,0.0075,0.00067,0.00075,0.00276,-0.01009,-0.04048,0.13431
POAL,20JUL25,2020.5640,59055,2115,6,-51.1,-1905.44984,-3328320.98139,76.73377,0.0075,0.00068,0.00076,0.00285,-0.02387,-0.03176,0.11096
POAL,20JUL26,2020.5667,59056,2116,0,-51.1,-1905.45226,-3328320.97964,76.72465,0.0075,0.00066,0.00075,0.00271,-0.01586,-0.04148,0.10964
POAL,20JUL27,2020.5695,59057,2116,1,-51.1,-1905.45037,-3328320.98076,76.74078,0.0075,0.00070,0.00079,0.00296,-0.03871,-0.02926,0.09755
POAL,20JUL28,2020.5722,59058,2116,2,-51.1,-1905.45026,-3328320.98007,76.73721,0.0075,0.00071,0.00082,0.00307,-0.03116,-0.03076,0.14041
POAL,20JUL29,2020.5749,59059,2116,3,-51.1,-1905.45458,-3328320.97894,76.72400,0.0075,0.00066,0.00076,0.00274,-0.02921,-0.05499,0.13086
POAL,20JUL30,2020.5777,59060,2116,4,-51.1,-1905.45286,-3328320.97696,76.73311,0.0075,0.00067,0.00076,0.00276,-0.03316,-0.03819,0.11882
POAL,20JUL31,2020.5804,59061,2116,5,-51.1,-1905.45097,-3328320.97630,76.73493,0.0075,0.00068,0.00077,0.00285,-0.04210,-0.06159,0.13468
POAL,20AUG01,2020.5832,59062,2116,6,-51.1,-1905.45305,-3328320.97717,76.74005,0.0075,0.00068,0.00077,0.00283,-0.03114,-0.05368,0.13545
POAL,20AUG02,2020.5859,59063,2117,0,-51.1,-1905.45218,-3328320.97907,76.73137,0.0075,0.00067,0.00076,0.00279,-0.03167,-0.05453,0.11611
POAL,20AUG03,2020.5886,59064,2117,1,-51.1,-1905.45101,-3328320.98044,76.73012,0.0075,0.00067,0.00076,0.00278,-0.03112,-0.04632,0.12842
POAL,20AUG04,2020.5914,59065,2117,2,-51.1,-1905.45161,-3328320.98127,76.73092,0.0075,0.00067,0.00077,0.00277,-0.04455,-0.05188,0.10844
POAL,20AUG05,2020.5941,59066,2117,3,-51.1,-1905.45226,-3328320.97894,76.72840,0.0075,0.00068,0.00076,0.00280,-0.03703,-0.07277,0.11240
POAL,20AUG06,2020.5969,59067,2117,4,-51.1,-1905.45303,-3328320.97737,76.72953,0.0075,0.00069,0.00078,0.00285,-0.05423,-0.06018,0.12024
POAL,20AUG07,2020.5996,59068,2117,5,-51.1,-1905.45003,-3328320.97983,76.73285,0.0075,0.00069,0.00078,0.00285,-0.05526,-0.04164,0.13651
POAL,20AUG08,2020.6023,59069,2117,6,-51.1,-1905.45180,-3328320.97908,76.73695,0.0075,0.00067,0.00077,0.00278,-0.04416,-0.06164,0.11939
POAL,20AUG09,2020.6051,59070,2118,0,-51.1,-1905.45115,-3328320.97999,76.73773,0.0075,0.00067,0.00077,0.00278,-0.04362,-0.05565,0.11271
POAL,20AUG10,2020.6078,59071,2118,1,-51.1,-1905.45034,-3328320.98173,76.73708,0.0075,0.00068,0.00077,0.00281,-0.04788,-0.04330,0.10466
POAL,20AUG11,2020.6105,59072,2118,2,-51.1,-1905.45008,-3328320.97871,76.73842,0.0075,0.00069,0.00079,0.00291,-0.03554,-0.03550,0.09194
POAL,20AUG12,2020.6133,59073,2118,3,-51.1,-1905.45028,-3328320.97858,76.73684,0.0075,0.00068,0.00077,0.00279,-0.05484,-0.03019,0.10620
POAL,20AUG13,2020.6160,59074,2118,4,-51.1,-1905.45101,-3328320.97788,76.73980,0.0075,0.00068,0.00078,0.00280,-0.03632,-0.02961,0.11505
POAL,20AUG14,2020.6188,59075,2118,5,-51.1,-1905.45200,-3328320.98112,76.73739,0.0075,0.00070,0.00079,0.00294,-0.05242,-0.06502,0.13398
POAL,20AUG15,2020.6215,59076,2118,6,-51.1,-1905.45381,-3328320.97733,76.73721,0.0075,0.00069,0.00078,0.00286,-0.02677,-0.03917,0.12571
POAL,20AUG16,2020.6242,59077,2119,0,-51.1,-1905.45074,-3328320.97950,76.73444,0.0075,0.00068,0.00077,0.00281,-0.05048,-0.03850,0.12280
POAL,20AUG17,2020.6270,59078,2119,1,-51.1,-1905.45067,-3328320.97788,76.73382,0.0075,0.00068,0.00077,0.00277,-0.06073,-0.05215,0.11078
POAL,20AUG18,2020.6297,59079,2119,2,-51.1,-1905.44998,-3328320.97650,76.74463,0.0075,0.00070,0.00080,0.00295,-0.07174,-0.07559,0.11092
POAL,20AUG19,2020.6324,59080,2119,3,-51.1,-1905.44976,-3328320.97827,76.74408,0.0075,0.00071,0.00081,0.00305,-0.03027,-0.01813,0.13472
POAL,20AUG20,2020.6352,59081,2119,4,-51.1,-1905.45331,-3328320.97774,76.72844,0.0075,0.00069,0.00078,0.00282,-0.05274,-0.05972,0.09475
POAL,20AUG21,2020.6379,59082,2119,5,-51.1,-1905.45161,-3328320.98004,76.73225,0.0075,0.00069,0.00079,0.00281,-0.05325,-0.05806,0.10893
POAL,20AUG22,2020.6407,59083,2119,6,-51.1,-1905.45277,-3328320.97877,76.73101,0.0075,0.00068,0.00076,0.00276,-0.05840,-0.06205,0.11170
POAL,20AUG23,2020.6434,59084,2120,0,-51.1,-1905.45241,-3328320.97887,76.73441,0.0075,0.00068,0.00077,0.00277,-0.05968,-0.05639,0.11742
POAL,20AUG24,2020.6461,59085,2120,1,-51.1,-1905.45093,-3328320.98088,76.73845,0.0075,0.00068,0.00076,0.00276,-0.05746,-0.05712,0.11296
POAL,20AUG25,2020.6489,59086,2120,2,-51.1,-1905.44898,-3328320.98104,76.74194,0.0075,0.00068,0.00077,0.00279,-0.06361,-0.06706,0.13384
POAL,20AUG26,2020.6516,59087,2120,3,-51.1,-1905.44880,-3328320.98198,76.73879,0.0075,0.00068,0.00077,0.00276,-0.05557,-0.05779,0.10493
POAL,20AUG27,2020.6543,59088,2120,4,-51.1,-1905.45006,-3328320.97805,76.74561,0.0075,0.00070,0.00077,0.00285,-0.05583,-0.05843,0.12124
POAL,20AUG28,2020.6571,59089,2120,5,-51.1,-1905.44972,-3328320.97869,76.74274,0.0075,0.00070,0.00078,0.00290,-0.04710,-0.06278,0.14007
POAL,20AUG29,2020.6598,59090,2120,6,-51.1,-1905.44619,-3328320.98025,76.74214,0.0075,0.00071,0.00079,0.00293,-0.04197,-0.09191,0.09745
POAL,20AUG30,2020.6626,59091,2121,0,-51.1,-1905.45208,-3328320.97686,76.73351,0.0075,0.00071,0.00079,0.00295,-0.05885,-0.07745,0.12736
POAL,20AUG31,2020.6653,59092,2121,1,-51.1,-1905.44930,-3328320.97801,76.73532,0.0075,0.00069,0.00078,0.00282,-0.06340,-0.06842,0.12049
POAL,20SEP01,2020.6680,59093,2121,2,-51.1,-1905.44999,-3328320.97822,76.73559,0.0075,0.00069,0.00077,0.00279,-0.05973,-0.04297,0.12460
POAL,20SEP02,2020.6708,59094,2121,3,-51.1,-1905.45085,-3328320.97779,76.74212,0.0075,0.00070,0.00077,0.00280,-0.07694,-0.08821,0.13476
POAL,20SEP03,2020.6735,59095,2121,4,-51.1,-1905.44977,-3328320.97869,76.74459,0.0075,0.00074,0.00081,0.00304,-0.07367,-0.05961,0.13972
POAL,20SEP04,2020.6762,59096,2121,5,-51.1,-1905.44981,-3328320.97958,76.73465,0.0075,0.00070,0.00077,0.00286,-0.07636,-0.08750,0.15758
POAL,20SEP05,2020.6790,59097,2121,6,-51.1,-1905.45159,-3328320.97753,76.73322,0.0075,0.00073,0.00080,0.00305,-0.07893,-0.08807,0.14575
POAL,20SEP06,2020.6817,59098,2122,0,-51.1,-1905.45243,-3328320.97933,76.73724,0.0075,0.00072,0.00078,0.00298,-0.07221,-0.08248,0.13771
POAL,20SEP07,2020.6845,59099,2122,1,-51.1,-1905.45272,-3328320.97787,76.73198,0.0075,0.00070,0.00077,0.00282,-0.07264,-0.10179,0.13890
POAL,20SEP08,2020.6872,59100,2122,2,-51.1,-1905.45144,-3328320.97947,76.73437,0.0075,0.00069,0.00076,0.00278,-0.07399,-0.07336,0.13515
POAL,20SEP09,2020.6899,59101,2122,3,-51.1,-1905.45075,-3328320.97962,76.73353,0.0075,0.00070,0.00078,0.00288,-0.05854,-0.05383,0.13179
POAL,20SEP10,2020.6927,59102,2122,4,-51.1,-1905.45161,-3328320.98006,76.73632,0.0075,0.00071,0.00082,0.00298,-0.03918,-0.07695,0.11603
POAL,20SEP11,2020.6954,59103,2122,5,-51.1,-1905.45159,-3328320.97971,76.73461,0.0075,0.00073,0.00081,0.00297,-0.08799,-0.11123,0.14423
POAL,20SEP12,2020.6982,59104,2122,6,-51.1,-1905.45213,-3328320.97915,76.73329,0.0075,0.00072,0.00080,0.00303,-0.06352,-0.06539,0.16198
POAL,20SEP13,2020.7009,59105,2123,0,-51.1,-1905.45272,-3328320.97974,76.73648,0.0075,0.00072,0.00079,0.00301,-0.04814,-0.06347,0.16650
POAL,20SEP14,2020.7036,59106,2123,1,-51.1,-1905.45175,-3328320.97996,76.73146,0.0075,0.00071,0.00079,0.00295,-0.05175,-0.08148,0.12483
POAL,20SEP15,2020.7064,59107,2123,2,-51.1,-1905.45399,-3328320.97799,76.73075,0.0075,0.00074,0.00081,0.00292,-0.03482,-0.08332,0.13073
POAL,20SEP16,2020.7091,59108,2123,3,-51.1,-1905.45381,-3328320.97722,76.73114,0.0075,0.00076,0.00082,0.00302,-0.01474,-0.07811,0.10133
POAL,20SEP17,2020.7118,59109,2123,4,-51.1,-1905.45359,-3328320.98104,76.72923,0.0075,0.00073,0.00079,0.00295,-0.07921,-0.12366,0.13638
POAL,20SEP18,2020.7146,59110,2123,5,-51.1,-1905.45219,-3328320.98081,76.73907,0.0075,0.00074,0.00078,0.00291,-0.06965,-0.13010,0.13526
POAL,20SEP19,2020.7173,59111,2123,6,-51.1,-1905.45248,-3328320.97845,76.73637,0.0075,0.00072,0.00077,0.00286,-0.05647,-0.11211,0.15329
POAL,20SEP20,2020.7201,59112,2124,0,-51.1,-1905.45367,-3328320.97847,76.73262,0.0075,0.00070,0.00077,0.00278,-0.06922,-0.09813,0.12387
POAL,20SEP21,2020.7228,59113,2124,1,-51.1,-1905.45214,-3328320.97791,76.72909,0.0075,0.00070,0.00076,0.00277,-0.06089,-0.11250,0.11739
POAL,20SEP22,2020.7255,59114,2124,2,-51.1,-1905.45161,-3328320.97837,76.73110,0.0075,0.00071,0.00078,0.00281,-0.05376,-0.10037,0.12377
POAL,20SEP23,2020.7283,59115,2124,3,-51.1,-1905.44986,-3328320.97800,76.73706,0.0075,0.00075,0.00080,0.00287,-0.04897,-0.12164,0.14235
POAL,20SEP24,2020.7310,59116,2124,4,-51.1,-1905.45054,-3328320.97726,76.73519,0.0075,0.00070,0.00076,0.00280,-0.05042,-0.07960,0.11472
POAL,20SEP25,2020.7337,59117,2124,5,-51.1,-1905.44923,-3328320.97976,76.73666,0.0075,0.00070,0.00077,0.00281,-0.03508,-0.08199,0.12614
POAL,20SEP26,2020.7365,59118,2124,6,-51.1,-1905.44903,-3328320.97876,76.74294,0.0075,0.00072,0.00078,0.00291,-0.05318,-0.13532,0.10032
POAL,20SEP27,2020.7392,59119,2125,0,-51.1,-1905.44989,-3328320.97281,76.74304,0.0075,0.00073,0.00079,0.00301,-0.04511,-0.10259,0.09125
POAL,20SEP29,2020.7447,59121,2125,2,-51.1,-1905.45021,-3328320.97617,76.74133,0.0075,0.00070,0.00077,0.00283,-0.04502,-0.07973,0.13435
POAL,20SEP30,2020.7474,59122,2125,3,-51.1,-1905.45010,-3328320.97885,76.74836,0.0075,0.00073,0.00080,0.00296,-0.04868,-0.11433,0.08745
POAL,20OCT01,2020.7502,59123,2125,4,-51.1,-1905.44780,-3328320.97738,76.75287,0.0075,0.00073,0.00079,0.00304,-0.02543,-0.10827,0.10452
POAL,20OCT02,2020.7529,59124,2125,5,-51.1,-1905.44830,-3328320.97830,76.74347,0.0075,0.00073,0.00078,0.00298,-0.03335,-0.08185,0.12234
POAL,20OCT03,2020.7556,59125,2125,6,-51.1,-1905.45079,-3328320.97962,76.73584,0.0075,0.00072,0.00077,0.00290,-0.03852,-0.06752,0.10850
POAL,20OCT04,2020.7584,59126,2126,0,-51.1,-1905.45102,-3328320.97684,76.73774,0.0075,0.00070,0.00077,0.00282,-0.04842,-0.08256,0.10029
POAL,20OCT05,2020.7611,59127,2126,1,-51.1,-1905.45062,-3328320.97757,76.73594,0.0075,0.00071,0.00077,0.00290,-0.04247,-0.06609,0.14715
POAL,20OCT06,2020.7639,59128,2126,2,-51.1,-1905.45029,-3328320.97984,76.73359,0.0075,0.00070,0.00075,0.00279,-0.05394,-0.10343,0.13479
POAL,20OCT07,2020.7666,59129,2126,3,-51.1,-1905.45089,-3328320.97769,76.73544,0.0075,0.00070,0.00076,0.00286,-0.03008,-0.09307,0.12888
POAL,20OCT08,2020.7693,59130,2126,4,-51.1,-1905.45182,-3328320.97730,76.73822,0.0075,0.00071,0.00078,0.00290,-0.05364,-0.09773,0.09358
POAL,20OCT09,2020.7721,59131,2126,5,-51.1,-1905.44993,-3328320.97727,76.73279,0.0075,0.00070,0.00076,0.00279,-0.05200,-0.09489,0.13306
POAL,20OCT10,2020.7748,59132,2126,6,-51.1,-1905.45037,-3328320.97799,76.73402,0.0075,0.00069,0.00076,0.00276,-0.02415,-0.07645,0.09410
POAL,20OCT11,2020.7775,59133,2127,0,-51.1,-1905.44908,-3328320.97788,76.73798,0.0075,0.00070,0.00075,0.00275,-0.04733,-0.08164,0.12808
POAL,20OCT12,2020.7803,59134,2127,1,-51.1,-1905.45085,-3328320.97802,76.73990,0.0075,0.00070,0.00075,0.00279,-0.04854,-0.10986,0.13081
POAL,20OCT13,2020.7830,59135,2127,2,-51.1,-1905.44977,-3328320.98064,76.74139,0.0075,0.00069,0.00075,0.00274,-0.04983,-0.07048,0.13150
POAL,20OCT14,2020.7858,59136,2127,3,-51.1,-1905.44809,-3328320.97821,76.74105,0.0075,0.00068,0.00075,0.00270,-0.04654,-0.07548,0.10473
POAL,20OCT15,2020.7885,59137,2127,4,-51.1,-1905.45000,-3328320.97916,76.74012,0.0075,0.00068,0.00074,0.00266,-0.04449,-0.06165,0.12214
POAL,20OCT16,2020.7912,59138,2127,5,-51.1,-1905.44905,-3328320.97810,76.74049,0.0075,0.00069,0.00074,0.00270,-0.05062,-0.06997,0.12608
POAL,20OCT17,2020.7940,59139,2127,6,-51.1,-1905.45111,-3328320.97814,76.73804,0.0075,0.00070,0.00075,0.00277,-0.05241,-0.07065,0.14151
POAL,20OCT18,2020.7967,59140,2128,0,-51.1,-1905.44635,-3328320.98020,76.73979,0.0075,0.00070,0.00075,0.00276,-0.04892,-0.05268,0.12576
POAL,20OCT19,2020.7995,59141,2128,1,-51.1,-1905.44972,-3328320.98096,76.74450,0.0075,0.00069,0.00076,0.00276,-0.03765,-0.06891,0.11901
POAL,20OCT20,2020.8022,59142,2128,2,-51.1,-1905.44944,-3328320.98270,76.73939,0.0075,0.00073,0.00077,0.00283,-0.06676,-0.04941,0.10487
POAL,20OCT21,2020.8049,59143,2128,3,-51.1,-1905.44848,-3328320.97934,76.73571,0.0075,0.00069,0.00075,0.00271,-0.03965,-0.06391,0.12051
POAL,20OCT22,2020.8077,59144,2128,4,-51.1,-1905.45010,-3328320.97770,76.74033,0.0075,0.00070,0.00077,0.00279,-0.04005,-0.03873,0.10651
POAL,20OCT23,2020.8104,59145,2128,5,-51.1,-1905.45004,-3328320.97661,76.74091,0.0075,0.00071,0.00077,0.00285,-0.03920,-0.03204,0.12887
POAL,20OCT24,2020.8131,59146,2128,6,-51.1,-1905.45058,-3328320.97896,76.73775,0.0075,0.00069,0.00075,0.00273,-0.04777,-0.07954,0.11991
POAL,20OCT25,2020.8159,59147,2129,0,-51.1,-1905.45005,-3328320.97970,76.73998,0.0075,0.00070,0.00075,0.00273,-0.05889,-0.09714,0.11353
POAL,20OCT26,2020.8186,59148,2129,1,-51.1,-1905.44958,-3328320.97831,76.74660,0.0075,0.00070,0.00076,0.00281,-0.04678,-0.08917,0.12244
POAL,20OCT27,2020.8214,59149,2129,2,-51.1,-1905.45039,-3328320.97815,76.72521,0.0075,0.00070,0.00078,0.00285,-0.02779,-0.07119,0.10880
POAL,20OCT28,2020.8241,59150,2129,3,-51.1,-1905.44903,-3328320.97773,76.73937,0.0075,0.00071,0.00077,0.00281,-0.04608,-0.05625,0.12714
POAL,20OCT29,2020.8268,59151,2129,4,-51.1,-1905.44962,-3328320.97797,76.73791,0.0075,0.00071,0.00077,0.00281,-0.03003,-0.05413,0.12601
POAL,20OCT30,2020.8296,59152,2129,5,-51.1,-1905.45092,-3328320.97825,76.73445,0.0075,0.00071,0.00076,0.00280,-0.04611,-0.05523,0.11747
POAL,20OCT31,2020.8323,59153,2129,6,-51.1,-1905.45035,-3328320.97631,76.73364,0.0075,0.00071,0.00078,0.00286,-0.04702,-0.09777,0.12661
POAL,20NOV01,2020.8350,59154,2130,0,-51.1,-1905.45094,-3328320.97631,76.73415,0.0075,0.00071,0.00078,0.00284,-0.03567,-0.07214,0.11217
POAL,20NOV02,2020.8378,59155,2130,1,-51.1,-1905.45000,-3328320.97803,76.73415,0.0075,0.00071,0.00076,0.00276,-0.04488,-0.08123,0.11096
POAL,20NOV03,2020.8405,59156,2130,2,-51.1,-1905.44787,-3328320.97671,76.73886,0.0075,0.00070,0.00076,0.00276,-0.05136,-0.05920,0.09757
POAL,20NOV04,2020.8433,59157,2130,3,-51.1,-1905.44938,-3328320.97468,76.73438,0.0075,0.00073,0.00077,0.00287,-0.01936,-0.08377,0.11526
POAL,20NOV05,2020.8460,59158,2130,4,-51.1,-1905.44760,-3328320.97674,76.73868,0.0075,0.00073,0.00079,0.00286,-0.05530,-0.06831,0.06993
POAL,20NOV06,2020.8487,59159,2130,5,-51.1,-1905.45096,-3328320.97716,76.74137,0.0075,0.00070,0.00076,0.00277,-0.03902,-0.04234,0.11971
POAL,20NOV07,2020.8515,59160,2130,6,-51.1,-1905.44998,-3328320.97734,76.73946,0.0075,0.00070,0.00075,0.00274,-0.04717,-0.07255,0.14630
POAL,20NOV08,2020.8542,59161,2131,0,-51.1,-1905.44775,-3328320.97968,76.74094,0.0075,0.00069,0.00075,0.00278,-0.02450,-0.03816,0.14264
POAL,20NOV09,2020.8569,59162,2131,1,-51.1,-1905.44904,-3328320.97684,76.73758,0.0075,0.00072,0.00078,0.00288,-0.01972,-0.02587,0.13801
POAL,20NOV10,2020.8597,59163,2131,2,-51.1,-1905.45091,-3328320.97997,76.73351,0.0075,0.00070,0.00077,0.00279,-0.03695,-0.04835,0.09718
POAL,20NOV11,2020.8624,59164,2131,3,-51.1,-1905.45176,-3328320.97649,76.74041,0.0075,0.00070,0.00077,0.00277,-0.03770,-0.04774,0.10125
POAL,20NOV12,2020.8652,59165,2131,4,-51.1,-1905.44655,-3328320.97808,76.74489,0.0075,0.00076,0.00080,0.00304,-0.01451,-0.01966,0.10757
POAL,20NOV13,2020.8679,59166,2131,5,-51.1,-1905.44891,-3328320.98223,76.74566,0.0075,0.00073,0.00078,0.00285,-0.04936,-0.04958,0.10810
POAL,20NOV14,2020.8706,59167,2131,6,-51.1,-1905.44957,-3328320.97751,76.73933,0.0075,0.00070,0.00077,0.00280,-0.04563,-0.06571,0.10757
POAL,20NOV15,2020.8734,59168,2132,0,-51.1,-1905.44722,-3328320.97388,76.74611,0.0075,0.00071,0.00076,0.00285,-0.02584,-0.05362,0.13132
POAL,20NOV16,2020.8761,59169,2132,1,-51.1,-1905.44767,-3328320.97584,76.73663,0.0075,0.00073,0.00077,0.00294,-0.03047,-0.09031,0.12735
POAL,20NOV17,2020.8789,59170,2132,2,-51.1,-1905.44936,-3328320.97845,76.73615,0.0075,0.00073,0.00078,0.00287,-0.03385,-0.08333,0.11549
POAL,20NOV18,2020.8816,59171,2132,3,-51.1,-1905.45064,-3328320.97545,76.74342,0.0075,0.00070,0.00078,0.00286,-0.02284,-0.04453,0.09340
POAL,20NOV19,2020.8843,59172,2132,4,-51.1,-1905.45026,-3328320.97537,76.74476,0.0075,0.00070,0.00076,0.00279,-0.03686,-0.06753,0.11652
